id_distribuidor,id_red,id_operacion,perdida_cosecha,dependientes,tiempo_vivienda,ingreso_neto,tipo_negocio,tiempo_op_negocio,edad,folio,creditos_con_claves_prevencion,creditos_completados_con_atraso,saldo_vencido_total,pagos_vencidos,creditos_totales,estado_distrito_federal,estado_jalisco,estado_mexico,estado_tabasco,estado_veracruz_de_ignacio_de_la_llave,sucursal_cardenas,sucursal_chalco,sucursal_chimalhuacan_2,sucursal_coatzacoalcos,sucursal_fortin,sucursal_ixtapaluca,sucursal_ixtapaluca_2,sucursal_nezahualcoyotl_2,sucursal_orizaba,sucursal_texcoco,sucursal_tonala,sucursal_tonala_2,sucursal_villahermosa,escolaridad_bachillerato,escolaridad_licenciatura,escolaridad_otro,escolaridad_primaria,escolaridad_secundaria,escolaridad_sin_estudios,escolaridad_tecnico,estado_civil_casada,estado_civil_divorciada,estado_civil_separada,estado_civil_soltera,estado_civil_union_libre,estado_civil_viuda,tipo_vivienda_familiar,tipo_vivienda_otro,tipo_vivienda_propia,tipo_vivienda_rentada,sexo_femenino,sexo_masculino,experiencia_no,experiencia_si,tipo_prestamo,target,probabilidad,target_predicted,grupo_riesgo,capital_pagado,capital_pendiente,capital,perdida_cosecha_estimada
101432,110586,110592,0.0,0.1446752805951699,-0.8403275796321448,0.0207895857321223,-0.8403275796321448,-1.0156441679740578,1.0865417321634552,1063538213,0.3061224489795918,0.0816326530612244,0.3652027175514331,-0.0137616178979247,0.1048101091681076,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,prestamo_personal_red,1,0.48199869345627233,1.0,5,113000.02,0.0,113000.02,0.031661902689438914
101432,120052,120058,0.0,0.1446752805951699,-0.8403275796321448,0.0207895857321223,-0.8403275796321448,-1.0156441679740578,1.0865417321634552,1063538213,0.3061224489795918,0.0816326530612244,0.3652027175514331,-0.0137616178979247,0.1048101091681076,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,prestamo_personal_red,1,0.48199869345627233,1.0,5,113000.01,0.0,113000.01,0.031661902689438914
101432,131143,131148,0.0,0.1446752805951699,-0.8403275796321448,0.0207895857321223,-0.8403275796321448,-1.0156441679740578,1.0865417321634552,1063538213,0.3061224489795918,0.0816326530612244,0.3652027175514331,-0.0137616178979247,0.1048101091681076,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,prestamo_personal_red,1,0.48199869345627233,1.0,5,92000.01,0.0,92000.01,0.031661902689438914
101442,102300,102305,0.0,-0.7812465152139179,-0.3390308202878944,0.018889533865526,-0.3390308202878944,-1.0156441679740578,1.5591416915649554,1063538740,0.4,0.0,-0.6167257520121234,-1.043189208495545,-0.8129865224661327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,prestamo_personal_red,1,0.37252599973676637,1.0,3,45000.0,0.0,45000.0,0.030818136966340504
101445,101749,101754,0.0,-0.7812465152139179,-0.3390308202878944,0.0302898450651037,-0.3390308202878944,-1.0156441679740578,0.141341813360455,1063538220,0.0769230769230769,0.1538461538461538,-0.6094166260491788,-0.2487396548821641,-0.6461144076235434,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.2914679303989378,1.0,1,39000.0,0.0,39000.0,0.014364894417930874
101446,101949,101950,0.0,-0.7812465152139179,-0.8403275796321448,-0.0058111404002257,-0.8403275796321448,-1.0156441679740578,0.6927084326622052,1063538442,0.6285714285714286,0.0571428571428571,-0.4568247785311112,-0.8641583231742197,-0.1872160918064233,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.5280220136342373,1.0,6,28000.0,0.0,28000.0,0.04738720228367299
101446,111027,111028,0.0,-0.7812465152139179,-0.8403275796321448,-0.0058111404002257,-0.8403275796321448,-1.0156441679740578,0.6927084326622052,1063538442,0.6285714285714286,0.0571428571428571,-0.4568247785311112,-0.8641583231742197,-0.1872160918064233,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.5280220136342373,1.0,6,50000.0,0.0,50000.0,0.04738720228367299
101446,121161,121162,0.0,-0.7812465152139179,-0.8403275796321448,-0.0058111404002257,-0.8403275796321448,-1.0156441679740578,0.6927084326622052,1063538442,0.6285714285714286,0.0571428571428571,-0.4568247785311112,-0.8641583231742197,-0.1872160918064233,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.5280220136342373,1.0,6,63000.0,0.0,63000.0,0.04738720228367299
101446,132906,132907,0.0,-0.7812465152139179,-0.8403275796321448,-0.0058111404002257,-0.8403275796321448,-1.0156441679740578,0.6927084326622052,1063538442,0.6285714285714286,0.0571428571428571,-0.4568247785311112,-0.8641583231742197,-0.1872160918064233,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.5280220136342373,1.0,6,83000.01,0.0,83000.01,0.04738720228367299
101448,101949,101953,0.0,-0.7812465152139179,-0.3390308202878944,-0.007711192266822,-0.3390308202878944,-1.0156441679740578,-0.094958166340295,1063538435,0.4925373134328358,0.0149253731343283,-0.5925004292182726,1.485622046668174,0.4802723675639332,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.4675434424373669,1.0,4,28000.0,0.0,28000.0,0.02889684065271636
101448,111027,111031,0.0,-0.7812465152139179,-0.3390308202878944,-0.007711192266822,-0.3390308202878944,-1.0156441679740578,-0.094958166340295,1063538435,0.4925373134328358,0.0149253731343283,-0.5925004292182726,1.485622046668174,0.4802723675639332,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.4675434424373669,1.0,4,50000.0,0.0,50000.0,0.02889684065271636
101448,121161,121165,0.0,-0.7812465152139179,-0.3390308202878944,-0.007711192266822,-0.3390308202878944,-1.0156441679740578,-0.094958166340295,1063538435,0.4925373134328358,0.0149253731343283,-0.5925004292182726,1.485622046668174,0.4802723675639332,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.4675434424373669,1.0,4,63000.0,0.0,63000.0,0.02889684065271636
101448,132906,132909,0.0,-0.7812465152139179,-0.3390308202878944,-0.007711192266822,-0.3390308202878944,-1.0156441679740578,-0.094958166340295,1063538435,0.4925373134328358,0.0149253731343283,-0.5925004292182726,1.485622046668174,0.4802723675639332,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.4675434424373669,1.0,4,83000.01,0.0,83000.01,0.02889684065271636
101448,144455,144458,0.0,-0.7812465152139179,-0.3390308202878944,-0.007711192266822,-0.3390308202878944,-1.0156441679740578,-0.094958166340295,1063538435,0.4925373134328358,0.0149253731343283,-0.5925004292182726,1.485622046668174,0.4802723675639332,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.4675434424373669,1.0,4,54999.84,0.0,54999.84,0.02889684065271636
101448,154850,154851,0.0,-0.7812465152139179,-0.3390308202878944,-0.007711192266822,-0.3390308202878944,-1.0156441679740578,-0.094958166340295,1063538435,0.4925373134328358,0.0149253731343283,-0.5925004292182726,1.485622046668174,0.4802723675639332,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.4675434424373669,1.0,4,43000.06,0.0,43000.06,0.02889684065271636
101449,101949,101951,0.0,-0.7812465152139179,-0.8403275796321448,0.0112893263991408,-0.8403275796321448,2.1288057071710327,-1.2764580648440451,1063538427,0.7241379310344828,0.0344827586206896,-0.6134034220289668,-0.9201054748371338,-0.3123701779383652,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.5651714545657384,0.0,7,28000.0,0.0,28000.0,0.058936320469954895
101449,111027,111029,0.0,-0.7812465152139179,-0.8403275796321448,0.0112893263991408,-0.8403275796321448,2.1288057071710327,-1.2764580648440451,1063538427,0.7241379310344828,0.0344827586206896,-0.6134034220289668,-0.9201054748371338,-0.3123701779383652,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.5651714545657384,0.0,7,50000.0,0.0,50000.0,0.058936320469954895
101449,121161,121163,0.0,-0.7812465152139179,-0.8403275796321448,0.0112893263991408,-0.8403275796321448,2.1288057071710327,-1.2764580648440451,1063538427,0.7241379310344828,0.0344827586206896,-0.6134034220289668,-0.9201054748371338,-0.3123701779383652,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.5651714545657384,0.0,7,63000.0,0.0,63000.0,0.058936320469954895
101449,132906,132908,0.0,-0.7812465152139179,-0.8403275796321448,0.0112893263991408,-0.8403275796321448,2.1288057071710327,-1.2764580648440451,1063538427,0.7241379310344828,0.0344827586206896,-0.6134034220289668,-0.9201054748371338,-0.3123701779383652,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.5651714545657384,0.0,7,83000.01,0.0,83000.01,0.058936320469954895
101450,101949,101954,0.0,-0.7812465152139179,1.6661562170891069,-0.0134113478666108,1.6661562170891069,-0.1172299179326033,0.2988751331609551,1063538419,0.3506493506493506,0.0649350649350649,-0.1147216915571474,-0.4725282615338207,0.6888625111171697,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.48971802486020666,1.0,5,28000.0,0.0,28000.0,0.031661902689438914
101450,111027,111032,0.0,-0.7812465152139179,1.6661562170891069,-0.0134113478666108,1.6661562170891069,-0.1172299179326033,0.2988751331609551,1063538419,0.3506493506493506,0.0649350649350649,-0.1147216915571474,-0.4725282615338207,0.6888625111171697,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.48971802486020666,1.0,5,50000.0,0.0,50000.0,0.031661902689438914
101450,121161,121166,0.0,-0.7812465152139179,1.6661562170891069,-0.0134113478666108,1.6661562170891069,-0.1172299179326033,0.2988751331609551,1063538419,0.3506493506493506,0.0649350649350649,-0.1147216915571474,-0.4725282615338207,0.6888625111171697,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.48971802486020666,1.0,5,63000.0,0.0,63000.0,0.031661902689438914
101450,132906,132910,0.0,-0.7812465152139179,1.6661562170891069,-0.0134113478666108,1.6661562170891069,-0.1172299179326033,0.2988751331609551,1063538419,0.3506493506493506,0.0649350649350649,-0.1147216915571474,-0.4725282615338207,0.6888625111171697,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.48971802486020666,1.0,5,83000.01,0.0,83000.01,0.031661902689438914
101450,144455,144459,0.0,-0.7812465152139179,1.6661562170891069,-0.0134113478666108,1.6661562170891069,-0.1172299179326033,0.2988751331609551,1063538419,0.3506493506493506,0.0649350649350649,-0.1147216915571474,-0.4725282615338207,0.6888625111171697,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.48971802486020666,1.0,5,54999.84,0.0,54999.84,0.031661902689438914
101450,154850,154852,0.0,-0.7812465152139179,1.6661562170891069,-0.0134113478666108,1.6661562170891069,-0.1172299179326033,0.2988751331609551,1063538419,0.3506493506493506,0.0649350649350649,-0.1147216915571474,-0.4725282615338207,0.6888625111171697,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.48971802486020666,1.0,5,43000.06,0.0,43000.06,0.031661902689438914
101453,101949,101952,0.0,-0.7812465152139179,-0.3390308202878944,-0.0495123333319403,-0.3390308202878944,-1.0156441679740578,-1.5915247044450451,1063538414,0.0,0.0,-0.6167257520121234,-1.043189208495545,-0.8964225798874272,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,prestamo_personal_red,1,0.41072049464064486,1.0,3,28000.0,0.0,28000.0,0.030818136966340504
101453,111027,111030,0.0,-0.7812465152139179,-0.3390308202878944,-0.0495123333319403,-0.3390308202878944,-1.0156441679740578,-1.5915247044450451,1063538414,0.0,0.0,-0.6167257520121234,-1.043189208495545,-0.8964225798874272,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,prestamo_personal_red,1,0.41072049464064486,1.0,3,50000.0,0.0,50000.0,0.030818136966340504
101453,144455,144570,0.0,-0.7812465152139179,-0.3390308202878944,-0.0495123333319403,-0.3390308202878944,-1.0156441679740578,-1.5915247044450451,1063538414,0.0,0.0,-0.6167257520121234,-1.043189208495545,-0.8964225798874272,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,prestamo_personal_red,1,0.41072049464064486,1.0,3,54999.84,0.0,54999.84,0.030818136966340504
101453,154850,154854,0.0,-0.7812465152139179,-0.3390308202878944,-0.0495123333319403,-0.3390308202878944,-1.0156441679740578,-1.5915247044450451,1063538414,0.0,0.0,-0.6167257520121234,-1.043189208495545,-0.8964225798874272,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,prestamo_personal_red,1,0.41072049464064486,1.0,3,43000.06,0.0,43000.06,0.030818136966340504
101456,101906,101914,0.0,1.0705970764042578,2.167452976433357,-0.0457122295987477,2.167452976433357,0.3319772070881238,-1.2764580648440451,1063538410,0.2142857142857142,0.6428571428571429,-0.4283496419671391,0.2883530010818115,-0.6252553932682199,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,prestamo_personal_red,1,0.8262615232102527,0.0,9,75000.01,0.0,75000.01,0.11672151515956353
101503,102539,102545,0.0,1.0705970764042578,-0.8403275796321448,-0.0504623592652385,-0.8403275796321448,1.6795985821503052,-0.4887914658415451,1063538988,0.1891891891891892,0.027027027027027,-0.5826857127263638,-0.0361404785630904,-0.145498063095776,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,prestamo_personal_red,1,0.4670505049212116,1.0,4,35000.0,0.0,35000.0,0.02889684065271636
101522,102590,102592,0.0,1.0705970764042578,-0.3390308202878944,-0.0639527275180721,-0.3390308202878944,0.3319772070881238,-1.4339913846445451,1063539087,0.5853658536585366,0.048780487804878,-0.0252125845942675,-0.8082111715113055,-0.0620620056744814,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.5813212392854689,0.0,7,30000.0,0.0,30000.0,0.058936320469954895
101522,111411,111413,0.5385607116384967,1.0705970764042578,-0.3390308202878944,-0.0639527275180721,-0.3390308202878944,0.3319772070881238,-1.4339913846445451,1063539087,0.5853658536585366,0.048780487804878,-0.0252125845942675,-0.8082111715113055,-0.0620620056744814,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,prestamo_personal_red,0,0.5813212392854689,0.0,7,22237.11,25953.65,48190.76,0.058936320469954895
101523,102590,102591,0.0,1.0705970764042578,-0.3390308202878944,-0.0554024941183888,-0.3390308202878944,-1.0156441679740578,-0.0161915064400449,1063539079,0.5591397849462365,0.1075268817204301,0.3499476857121052,0.2883530010818115,1.022606740802348,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.5785497888064085,0.0,7,30000.0,0.0,30000.0,0.058936320469954895
101523,111411,111412,0.5385607116384967,1.0705970764042578,-0.3390308202878944,-0.0554024941183888,-0.3390308202878944,-1.0156441679740578,-0.0161915064400449,1063539079,0.5591397849462365,0.1075268817204301,0.3499476857121052,0.2883530010818115,1.022606740802348,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,0,0.5785497888064085,0.0,7,22237.11,25953.65,48190.76,0.058936320469954895
101537,102300,102302,0.0,1.0705970764042578,-0.3390308202878944,-0.0058111404002257,-0.3390308202878944,1.2303914571295782,-1.1976914049437952,1063538732,0.8,0.1,-0.4866150040467495,-0.2151713638844156,-0.7086914506895144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.5768482302346383,0.0,7,45000.0,0.0,45000.0,0.058936320469954895
101539,102300,102304,0.0,-0.7812465152139179,1.6661562170891069,-0.03431191839917,1.6661562170891069,1.2303914571295782,0.6927084326622052,1063538722,0.6923076923076923,0.2307692307692307,-0.5124599627073894,-0.3718233885405753,-0.6461144076235434,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,prestamo_personal_red,1,0.6005459981604282,0.0,7,45000.0,0.0,45000.0,0.058936320469954895
101619,102391,102400,0.0,0.1446752805951699,0.1622659390563559,0.0207895857321223,0.1622659390563559,0.781184332108851,0.8502417524627052,1063538776,0.3272727272727272,0.1636363636363636,0.3621157192754167,0.6687936323896276,0.2299641953000495,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.36685811114845823,1.0,3,239000.04,0.0,239000.04,0.030818136966340504
101619,110964,110973,0.0,0.1446752805951699,0.1622659390563559,0.0207895857321223,0.1622659390563559,0.781184332108851,0.8502417524627052,1063538776,0.3272727272727272,0.1636363636363636,0.3621157192754167,0.6687936323896276,0.2299641953000495,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.36685811114845823,1.0,3,309000.06,0.0,309000.06,0.030818136966340504
101619,120520,120529,0.0,0.1446752805951699,0.1622659390563559,0.0207895857321223,0.1622659390563559,0.781184332108851,0.8502417524627052,1063538776,0.3272727272727272,0.1636363636363636,0.3621157192754167,0.6687936323896276,0.2299641953000495,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.36685811114845823,1.0,3,280000.05,0.0,280000.05,0.030818136966340504
101620,102583,102587,0.5743786666666667,1.9965188722133456,-0.8403275796321448,-0.0438121777321514,-0.8403275796321448,0.3319772070881238,-0.8038581054425451,1063539061,0.4375,0.3125,0.1861429745008839,0.456194456070554,-0.5835373645575725,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,prestamo_personal_red,0,0.6433749026551334,0.0,8,12768.64,17231.36,30000.0,0.08468265166093092
101624,102583,102588,0.5743786666666667,0.1446752805951699,-0.8403275796321448,-0.0533124370651329,-0.8403275796321448,-0.1172299179326033,-0.8038581054425451,1063539058,0.7142857142857143,0.1428571428571428,-0.6038378802857948,-0.2487396548821641,-0.7712684937554853,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,0,0.5966933363248379,0.0,7,12768.64,17231.36,30000.0,0.058936320469954895
101630,102313,102318,0.0,1.0705970764042578,-0.3390308202878944,-0.040962099932257,-0.3390308202878944,0.781184332108851,0.3776417930612051,1063538711,0.3333333333333333,0.3333333333333333,1.4036523259534428,-0.8529688928416368,-0.729550465044838,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,prestamo_personal_red,1,0.7595038498849958,0.0,9,25000.0,0.0,25000.0,0.11672151515956353
101642,102391,102399,0.0,-0.7812465152139179,0.1622659390563559,0.0606906749306443,0.1622659390563559,1.2303914571295782,1.6379083514652053,1063538773,0.6271186440677966,0.0338983050847457,-0.0599724620430444,-0.6291802861899803,0.3134002527213441,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,prestamo_personal_red,1,0.282140991026532,1.0,1,239000.04,0.0,239000.04,0.014364894417930874
101642,110964,110972,0.0,-0.7812465152139179,0.1622659390563559,0.0606906749306443,0.1622659390563559,1.2303914571295782,1.6379083514652053,1063538773,0.6271186440677966,0.0338983050847457,-0.0599724620430444,-0.6291802861899803,0.3134002527213441,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,prestamo_personal_red,1,0.282140991026532,1.0,1,309000.06,0.0,309000.06,0.014364894417930874
101642,120520,120528,0.0,-0.7812465152139179,0.1622659390563559,0.0606906749306443,0.1622659390563559,1.2303914571295782,1.6379083514652053,1063538773,0.6271186440677966,0.0338983050847457,-0.0599724620430444,-0.6291802861899803,0.3134002527213441,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,prestamo_personal_red,1,0.282140991026532,1.0,1,280000.05,0.0,280000.05,0.014364894417930874
101642,131704,131712,0.0,-0.7812465152139179,0.1622659390563559,0.0606906749306443,0.1622659390563559,1.2303914571295782,1.6379083514652053,1063538773,0.6271186440677966,0.0338983050847457,-0.0599724620430444,-0.6291802861899803,0.3134002527213441,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,prestamo_personal_red,1,0.282140991026532,1.0,1,259000.05,0.0,259000.05,0.014364894417930874
