id_distribuidor,folio,saldo_vencido_total,pagos_vencidos,creditos_totales,creditos_con_claves_prevencion,creditos_completados_con_atraso,creditos_completados_sin_atraso
105029,1063540922,40079.0,78.0,66,48,8,58
105030,1063540768,0.0,0.0,1,0,0,1
105032,1063540918,300358.0,192.0,48,35,11,37
105033,1063540907,99428.0,84.0,54,43,9,45
105036,1063540899,45661.0,77.0,130,105,9,121
105042,1063542026,10372.0,121.0,35,20,4,31
105064,1063540830,172019.0,187.0,26,22,5,21
105074,1063540827,147411.0,44.0,19,13,3,16
105079,1063540823,31882.0,51.0,32,22,3,29
105089,1063541279,38326.0,46.0,13,3,3,10
105095,1063541268,0.0,2.0,26,18,0,26
105097,1063540613,0.0,0.0,3,1,0,3
105123,1063540894,27627.0,35.0,37,30,2,35
105131,1063541419,15434.0,41.0,31,3,4,27
105214,1063540963,44275.0,91.0,49,32,6,43
105215,1063540951,31888.0,48.0,55,35,2,53
105220,1063540948,90222.0,126.0,43,14,8,35
105230,1063541131,8009.0,32.0,22,9,4,18
105231,1063540943,32534.0,59.0,71,47,3,68
105232,1063540820,3179.0,9.0,5,0,1,4
105234,1063541098,14043.0,190.0,69,38,6,63
105235,1063541128,23899.0,314.0,53,40,6,47
105237,1063541116,12206.0,59.0,95,65,3,92
105240,1063541103,10398.0,40.0,34,25,1,33
105252,1063541236,77830.0,62.0,89,56,7,82
105266,1063541227,236368.0,162.0,37,10,7,30
105267,1063540757,82282.0,109.0,107,55,5,102
105276,1063541224,0.0,3.0,58,45,0,58
105283,1063541214,6216.0,199.0,33,21,3,30
105324,1063541407,10136.0,78.0,51,33,4,47
105325,1063541404,58185.0,130.0,95,38,7,88
105326,1063541401,1389.0,24.0,42,21,1,41
105354,1063541025,0.0,110.0,21,6,0,21
105401,1063540846,2027.0,9.0,32,26,1,31
105402,1063540839,18605.0,130.0,11,7,3,8
105429,1063541398,15764.0,31.0,11,3,2,9
105453,1063540813,0.0,0.0,1,0,0,1
105500,1063540936,21352.0,29.0,23,13,2,21
105501,1063540985,0.0,0.0,2,0,0,2
105564,1063540833,31114.0,62.0,44,28,5,39
105579,1063541093,0.0,0.0,1,0,0,1
105580,1063541087,81273.0,37.0,20,17,3,17
105581,1063541083,79304.0,18.0,12,9,2,10
105594,1063541874,30972.0,58.0,46,40,3,43
105606,1063541198,36052.0,49.0,41,18,7,34
105607,1063541191,65124.0,127.0,69,49,4,65
105608,1063541184,61560.0,110.0,54,39,5,49
105610,1063541170,302913.0,147.0,38,29,6,32
105611,1063541160,359028.0,172.0,41,24,10,31
105612,1063541156,407247.0,53.0,24,9,6,18
105614,1063541148,73426.0,177.0,84,58,4,80
105618,1063540982,1933.0,2.0,33,15,2,31
105621,1063540973,7748.0,7.0,39,25,3,36
105628,1063540967,46599.0,41.0,27,20,4,23
105666,1063541023,12535.0,106.0,27,15,3,24
105728,1063541062,6707.0,38.0,5,1,2,3
105754,1063541077,76723.0,13.0,10,4,1,9
105755,1063541060,0.0,0.0,26,0,0,26
105800,1063543614,28817.0,318.0,53,25,7,46
105804,1063543604,5339.0,71.0,31,14,2,29
105810,1063543601,45788.0,191.0,59,43,9,50
105814,1063543592,119588.0,243.0,64,55,10,54
105826,1063541315,30078.0,163.0,51,21,8,43
105872,1063541453,27789.0,33.0,19,11,6,13
105874,1063541051,317.0,20.0,35,1,3,32
105908,1063541203,18363.0,193.0,33,23,3,30
106074,1063541985,20718.0,112.0,21,13,3,18
106114,1063541629,30587.0,51.0,45,34,3,42
106143,1063541264,0.0,1.0,30,17,0,30
106145,1063541261,13320.0,59.0,358,21,1,357
106147,1063541246,15585.0,37.0,107,49,1,106
106148,1063541656,42039.0,59.0,49,30,2,47
106177,1063541530,2482.0,52.0,8,1,6,2
106179,1063541523,65225.0,175.0,47,21,5,42
106189,1063541510,52523.0,78.0,35,19,3,32
106191,1063541502,38921.0,69.0,72,22,2,70
106206,1063541913,523.0,40.0,7,2,3,4
106207,1063541910,69960.0,69.0,48,38,5,43
106239,1063541413,7171.0,73.0,15,4,4,11
106279,1063542039,0.0,256.0,22,10,0,22
106283,1063541318,16244.0,169.0,79,43,4,75
106298,1063541368,27968.0,198.0,84,61,2,82
106318,1063544604,15283.0,98.0,76,5,13,63
106325,1063544596,81898.0,164.0,31,14,12,19
106326,1063544591,70486.0,210.0,64,11,16,48
106337,1063542035,55125.0,384.0,65,35,7,58
106354,1063541627,46860.0,93.0,18,9,5,13
106362,1063541982,27367.0,55.0,7,2,3,4
106363,1063547794,1315.0,32.0,5,1,1,4
106436,1063541661,13692.0,78.0,17,6,5,12
106438,1063541309,32228.0,152.0,33,17,8,25
106439,1063541307,31624.0,175.0,21,15,7,14
106441,1063541298,166479.0,445.0,253,55,17,236
106443,1063541384,2159.0,5.0,7,3,1,6
106451,1063541349,39476.0,52.0,54,28,2,52
106456,1063541346,23562.0,20.0,5,2,1,4
106497,1063541392,8121.0,30.0,12,6,2,10
106499,1063541549,72609.0,208.0,30,16,7,23
106500,1063541545,49226.0,244.0,28,16,6,22
106508,1063541539,42247.0,62.0,63,41,4,59
106513,1063541534,10213.0,42.0,19,10,5,14
106526,1063541742,4228.0,17.0,25,18,3,22
106528,1063541731,82879.0,54.0,122,81,4,118
106530,1063541723,82423.0,131.0,144,90,10,134
106551,1063541487,3765.0,25.0,34,17,6,28
106552,1063542154,0.0,292.0,12,4,0,12
106615,1063541476,41190.0,209.0,96,27,6,90
106640,1063541971,20420.0,79.0,21,17,4,17
106654,1063541700,0.0,0.0,19,5,0,19
106655,1063541693,2738.0,32.0,34,23,2,32
106656,1063541691,5531.0,13.0,10,5,1,9
106657,1063541679,994.0,35.0,23,11,1,22
106660,1063541676,28889.0,81.0,34,10,3,31
106672,1063541716,141209.0,118.0,108,54,6,102
106673,1063545174,51340.0,112.0,51,40,9,42
106679,1063541624,0.0,0.0,3,0,0,3
106681,1063541709,24239.0,140.0,55,32,4,51
106719,1063541469,85083.0,281.0,116,47,11,105
106720,1063541463,78096.0,190.0,51,26,7,44
106728,1063542370,38367.0,76.0,51,39,6,45
106739,1063547734,65290.0,131.0,27,14,7,20
106740,1063541457,21462.0,228.0,29,8,4,25
106769,1063541565,29342.0,24.0,6,2,1,5
106770,1063541614,24842.0,23.0,13,2,3,10
106771,1063541608,51098.0,112.0,21,6,7,14
106772,1063541606,92493.0,55.0,31,11,7,24
106782,1063541456,0.0,1.0,12,8,0,12
106787,1063541531,50031.0,140.0,41,21,9,32
106827,1063541903,139105.0,9.0,9,8,1,8
106855,1063541593,109100.0,35.0,18,6,7,11
106856,1063541584,172310.0,52.0,27,7,3,24
106857,1063541570,290894.0,110.0,73,31,11,62
106868,1063541962,2818.0,17.0,11,5,1,10
106886,1063541858,30013.0,19.0,70,38,1,69
106897,1063541853,29298.0,28.0,33,14,3,30
106899,1063541846,36377.0,80.0,52,23,4,48
106906,1063542030,4660.0,244.0,26,7,3,23
106920,1063541842,30013.0,1.0,33,14,1,32
106932,1063541838,0.0,1.0,7,6,0,7
106934,1063541563,17485.0,54.0,62,46,4,58
106946,1063541830,54808.0,60.0,93,63,7,86
106948,1063541820,18885.0,64.0,51,21,3,48
106949,1063541662,19890.0,168.0,52,22,5,47
106972,1063541813,2190.0,46.0,65,42,1,64
106973,1063541850,36014.0,107.0,18,7,9,9
106974,1063541806,18908.0,24.0,16,9,1,15
106981,1063541840,87076.0,45.0,22,10,8,14
106985,1063541802,31563.0,53.0,48,30,2,46
107021,1063541673,41380.0,101.0,27,9,4,23
107022,1063541617,15008.0,216.0,90,56,3,87
107032,1063547749,8401.0,62.0,16,3,4,12
107033,1063541831,77215.0,58.0,24,16,4,20
107034,1063547752,59169.0,101.0,45,18,10,35
107082,1063541836,30013.0,1.0,27,13,1,26
107088,1063541944,15442.0,37.0,7,3,3,4
107091,1063542151,2205.0,33.0,12,9,2,10
107106,1063541799,61065.0,315.0,86,46,11,75
107109,1063541790,55691.0,264.0,35,25,7,28
107117,1063541777,45073.0,45.0,788,32,3,785
107125,1063541763,32727.0,20.0,16,11,1,15
107155,1063542008,48762.0,39.0,8,3,3,5
107157,1063542007,4607.0,40.0,20,9,3,17
107159,1063542003,66227.0,250.0,46,35,8,38
107160,1063542671,21930.0,19.0,26,15,2,24
107161,1063547501,4904.0,28.0,24,17,2,22
107163,1063541744,11595.0,156.0,19,12,2,17
107164,1063541743,955.0,1.0,2,0,1,1
107166,1063541884,68348.0,34.0,58,19,4,54
107220,1063542002,14054.0,51.0,15,5,4,11
107223,1063542000,9779.0,25.0,10,7,1,9
107224,1063541671,0.0,14.0,23,7,0,23
107276,1063541758,35685.0,61.0,24,23,3,21
107277,1063541666,0.0,0.0,2,1,0,2
107408,1063541868,0.0,0.0,1,0,0,1
107409,1063541866,0.0,6.0,5,0,0,5
107429,1063541865,18919.0,79.0,53,25,5,48
107440,1063541896,69740.0,104.0,44,28,5,39
107486,1063541881,400.0,3.0,9,3,1,8
107574,1063541939,12341.0,38.0,32,17,4,28
107625,1063542146,9732.0,58.0,53,34,3,50
107666,1063542012,19325.0,46.0,16,7,3,13
107681,1063542329,11161.0,81.0,86,55,7,79
107683,1063542324,15535.0,45.0,68,39,5,63
107684,1063542317,7199.0,16.0,22,11,3,19
107769,1063541957,11959.0,120.0,14,7,5,9
107780,1063541936,1850.0,12.0,7,4,1,6
107811,1063541927,1900.0,9.0,13,2,1,12
107813,1063542104,5826.0,36.0,26,20,3,23
107821,1063542142,3156.0,39.0,20,4,4,16
107831,1063542308,0.0,4.0,9,0,0,9
107834,1063542357,0.0,13.0,26,2,0,26
107837,1063542302,0.0,0.0,1,0,0,1
107838,1063542292,14897.0,46.0,24,10,2,22
107875,1063542590,21549.0,37.0,74,57,4,70
107897,1063542353,5213.0,312.0,33,9,4,29
107898,1063542252,53657.0,69.0,49,36,6,43
107911,1063542275,10187.0,46.0,35,28,3,32
107917,1063542247,41525.0,49.0,25,17,6,19
107920,1063542244,69445.0,50.0,25,16,8,17
107921,1063542238,44567.0,71.0,21,14,5,16
107928,1063542221,19295.0,22.0,11,5,4,7
107929,1063542211,6583.0,7.0,6,3,1,5
107930,1063542273,9372.0,59.0,42,32,3,39
107935,1063542270,4655.0,88.0,26,16,3,23
107936,1063542262,17593.0,72.0,47,18,4,43
107939,1063542081,29235.0,26.0,30,19,4,26
107940,1063542258,2086.0,1.0,8,5,1,7
107941,1063542066,10406.0,70.0,37,9,3,34
107943,1063542064,33011.0,138.0,92,24,7,85
107944,1063542057,121562.0,149.0,117,55,6,111
107945,1063542361,11201.0,145.0,24,6,1,23
107947,1063542055,31993.0,153.0,112,67,5,107
107956,1063542052,1577.0,26.0,92,71,2,90
107960,1063542098,38618.0,16.0,13,8,4,9
107975,1063547774,93391.0,134.0,58,42,7,51
107977,1063542350,17096.0,143.0,28,14,6,22
107979,1063542093,10819.0,87.0,106,6,9,97
107984,1063542134,17616.0,62.0,35,30,4,31
107986,1063542610,246117.0,355.0,96,44,14,82
107989,1063542315,0.0,1.0,22,15,0,22
107993,1063542310,13588.0,164.0,8,6,3,5
107994,1063543099,468093.0,172.0,47,32,11,36
107997,1063542604,0.0,1.0,5,3,0,5
107998,1063544314,65396.0,224.0,68,38,5,63
108001,1063542041,69599.0,63.0,148,64,5,143
108005,1063542344,21753.0,71.0,57,45,5,52
108006,1063542337,66756.0,113.0,27,20,7,20
108008,1063542333,119225.0,272.0,85,63,15,70
108025,1063542121,7712.0,6.0,13,11,1,12
108028,1063542289,12684.0,43.0,8,2,4,4
108032,1063542281,4435.0,57.0,10,5,3,7
108040,1063542107,10598.0,193.0,49,25,6,43
108152,1063542791,8567.0,48.0,7,1,1,6
108167,1063542784,384931.0,606.0,66,31,23,43
108176,1063542331,2599.0,10.0,23,16,2,21
108177,1063542390,29048.0,152.0,189,73,7,182
108178,1063542379,42939.0,164.0,18,2,10,8
108179,1063542376,21693.0,126.0,24,5,3,21
108307,1063542412,2485.0,11.0,6,0,2,4
108308,1063542409,62212.0,146.0,45,16,13,32
108309,1063542400,21107.0,40.0,12,4,4,8
108310,1063542393,43918.0,133.0,42,19,9,33
108311,1063542392,11878.0,46.0,36,14,5,31
108439,1063542573,58279.0,19.0,21,11,1,20
108445,1063542567,0.0,0.0,2,0,0,2
108448,1063542560,26643.0,118.0,97,28,5,92
108450,1063542554,6535.0,73.0,1084,26,1,1083
108457,1063542547,4354.0,27.0,28,14,1,27
108471,1063542545,0.0,3.0,41,22,0,41
108478,1063542537,68157.0,123.0,54,36,6,48
108479,1063542531,24393.0,21.0,95,56,2,93
108480,1063542471,20636.0,30.0,9,6,4,5
108494,1063542520,44498.0,137.0,39,19,16,23
108495,1063542465,15803.0,74.0,72,8,4,68
108499,1063542518,101514.0,184.0,89,38,6,83
108501,1063542512,43339.0,90.0,87,55,6,81
108505,1063542506,35576.0,75.0,28,23,6,22
108514,1063543576,74342.0,136.0,75,12,15,60
108520,1063542456,85336.0,185.0,129,81,9,120
108521,1063542453,128700.0,174.0,137,97,15,122
108636,1063543004,9754.0,175.0,41,16,2,39
108640,1063542439,9072.0,45.0,26,20,3,23
108643,1063542436,0.0,8.0,16,14,0,16
108653,1063542430,27547.0,100.0,11,8,3,8
108672,1063542489,84356.0,108.0,43,28,7,36
108674,1063542423,22182.0,25.0,94,32,2,92
108682,1063542667,11061.0,27.0,90,63,5,85
108684,1063542664,68318.0,294.0,110,75,17,93
108686,1063542650,6083.0,19.0,36,19,3,33
108687,1063542644,21176.0,215.0,92,68,8,84
108689,1063542639,40123.0,101.0,46,37,6,40
108690,1063542636,14424.0,17.0,94,83,4,90
108693,1063542625,6400.0,12.0,31,22,2,29
108696,1063542621,6819.0,24.0,34,9,1,33
108697,1063542598,2512.0,34.0,61,13,1,60
108698,1063542593,10398.0,11.0,6,4,1,5
108705,1063542444,36331.0,60.0,47,43,4,43
108706,1063542775,70045.0,328.0,45,22,12,33
108748,1063542477,31518.0,24.0,58,24,2,56
108753,1063542420,5730.0,13.0,14,12,1,13
108778,1063542714,13602.0,99.0,18,5,6,12
108786,1063542711,3906.0,38.0,71,8,2,69
108787,1063542704,592.0,1.0,13,1,1,12
108810,1063542737,43907.0,438.0,77,41,8,69
108828,1063542994,17387.0,239.0,339,22,2,337
108847,1063542614,1386.0,10.0,8,5,1,7
108874,1063542701,6179.0,16.0,11,5,3,8
108875,1063542690,0.0,0.0,24,9,0,24
108876,1063542683,0.0,0.0,13,9,0,13
108877,1063542676,1754.0,27.0,12,6,2,10
108895,1063542673,15508.0,48.0,3,2,2,1
108918,1063542582,13037.0,68.0,18,14,2,16
108920,1063547511,61697.0,394.0,55,29,18,37
108937,1063542992,76678.0,120.0,15,6,8,7
108945,1063542725,1253.0,16.0,4,3,1,3
108975,1063542574,12062.0,42.0,10,1,2,8
109012,1063547753,19006.0,81.0,30,20,1,29
109019,1063547739,241423.0,522.0,189,64,20,169
109061,1063542846,0.0,0.0,5,4,0,5
109112,1063542844,2037.0,212.0,14,5,1,13
109192,1063542829,145359.0,161.0,38,26,9,29
109193,1063542823,244277.0,126.0,30,13,8,22
109195,1063542820,146908.0,110.0,43,20,8,35
109196,1063542814,22151.0,144.0,23,6,8,15
109197,1063542717,12431.0,24.0,24,13,4,20
109209,1063542734,7327.0,39.0,18,13,2,16
109210,1063542756,0.0,0.0,6,3,0,6
109228,1063542889,4832.0,9.0,25,5,1,24
109238,1063542882,9059.0,4.0,19,7,1,18
109240,1063542873,4994.0,2.0,9,3,1,8
109244,1063542871,0.0,0.0,7,1,0,7
109259,1063542813,24628.0,89.0,15,5,6,9
109260,1063542861,66977.0,113.0,62,29,7,55
109304,1063542988,19024.0,21.0,11,3,1,10
109319,1063542721,21591.0,98.0,32,11,4,28
109321,1063542751,43020.0,34.0,21,14,4,17
109341,1063542800,0.0,0.0,2,0,0,2
109415,1063543219,12679.0,75.0,12,2,2,10
109423,1063542927,1506.0,70.0,6,4,1,5
109456,1063542971,0.0,5.0,25,18,0,25
109458,1063542966,47664.0,205.0,40,19,5,35
109460,1063542955,75194.0,52.0,68,30,4,64
109463,1063542936,2200.0,52.0,11,7,1,10
109465,1063542952,106732.0,269.0,45,23,7,38
109477,1063542948,90183.0,45.0,37,15,5,32
109479,1063542946,106739.0,156.0,79,31,5,74
109497,1063542758,95652.0,296.0,64,23,8,56
109506,1063542940,29956.0,132.0,45,27,6,39
109532,1063543126,36117.0,147.0,127,105,5,122
109540,1063543124,35171.0,99.0,118,73,3,115
109544,1063543117,21502.0,56.0,31,11,5,26
109546,1063543109,10432.0,89.0,77,45,6,71
109547,1063543114,96850.0,75.0,12,6,2,10
109563,1063543056,2830.0,4.0,3,0,1,2
109565,1063543045,72014.0,36.0,25,13,8,17
109566,1063543040,112128.0,127.0,37,10,7,30
109588,1063542865,4439.0,6.0,22,12,1,21
109632,1063543111,41663.0,121.0,75,38,9,66
109634,1063543104,2831.0,33.0,11,4,2,9
109651,1063543094,76406.0,131.0,48,33,5,43
109661,1063543081,59000.0,129.0,68,50,7,61
109663,1063543079,255.0,28.0,27,9,1,26
109666,1063543071,4656.0,3.0,10,5,1,9
109667,1063542895,45584.0,124.0,55,31,7,48
109678,1063542851,1843.0,9.0,8,0,1,7
109707,1063542980,0.0,0.0,3,2,0,3
109751,1063543224,12433.0,26.0,37,16,3,34
109754,1063543200,3870.0,0.0,18,9,1,17
109757,1063543197,123323.0,57.0,22,14,5,17
109760,1063543184,27055.0,84.0,24,17,3,21
109762,1063543512,39885.0,99.0,34,17,10,24
109765,1063543170,57730.0,86.0,23,18,5,18
109771,1063543159,17227.0,26.0,32,25,3,29
109795,1063542891,5214.0,22.0,39,19,2,37
109799,1063544094,2201.0,8.0,23,18,1,22
109801,1063544083,18804.0,197.0,51,19,5,46
109807,1063544076,10141.0,58.0,25,18,3,22
109809,1063544064,10419.0,132.0,38,14,3,35
109956,1063543299,4117.0,57.0,23,13,3,20
109959,1063543293,47830.0,147.0,69,31,10,59
109969,1063543291,70406.0,58.0,27,10,4,23
109981,1063543290,0.0,0.0,4,2,0,4
109983,1063543284,34953.0,120.0,13,10,6,7
109997,1063543068,23898.0,28.0,13,5,3,10
109998,1063543063,99720.0,251.0,26,9,5,21
110055,1063543642,8139.0,34.0,13,7,2,11
110061,1063543147,9561.0,84.0,33,12,2,31
110068,1063543145,29583.0,75.0,49,11,5,44
110084,1063543037,47163.0,221.0,30,11,9,21
110085,1063543025,75304.0,246.0,320,29,10,310
110100,1063543134,1674.0,15.0,13,6,1,12
110101,1063543327,57436.0,166.0,144,39,12,132
110109,1063543331,14665.0,178.0,24,11,3,21
110111,1063543332,43757.0,138.0,66,32,8,58
110136,1063543016,7429.0,55.0,32,26,3,29
110148,1063543216,21278.0,193.0,73,49,3,70
110205,1063543325,51766.0,182.0,54,28,10,44
110213,1063543322,23546.0,81.0,8,2,6,2
110244,1063543315,15065.0,43.0,13,4,4,9
110249,1063543230,22000.0,44.0,59,41,2,57
110278,1063543723,68204.0,248.0,41,29,8,33
110298,1063543710,29065.0,123.0,54,31,8,46
110299,1063543704,43222.0,94.0,87,61,5,82
110300,1063543700,23717.0,6.0,15,10,1,14
110301,1063543671,40967.0,52.0,30,18,3,27
110332,1063543310,6533.0,19.0,17,10,3,14
110333,1063543265,45819.0,104.0,36,4,3,33
110337,1063543252,1113.0,11.0,17,8,1,16
110339,1063543235,0.0,0.0,14,1,0,14
110357,1063543351,22091.0,17.0,13,8,3,10
110358,1063543338,25985.0,5.0,46,34,4,42
110387,1063543277,46063.0,214.0,45,28,7,38
110397,1063543426,201398.0,66.0,25,18,5,20
110419,1063543422,1996.0,22.0,27,16,2,25
110432,1063543415,41586.0,29.0,12,7,3,9
110435,1063543413,423.0,22.0,10,4,1,9
110437,1063543405,23480.0,237.0,25,3,11,14
110439,1063543396,5786.0,17.0,222,4,1,221
110440,1063543395,7891.0,13.0,11,3,4,7
110443,1063543391,69788.0,115.0,38,31,1,37
110444,1063543386,118193.0,121.0,34,13,4,30
110445,1063543384,21178.0,71.0,26,18,2,24
110446,1063543381,107688.0,50.0,31,18,2,29
110450,1063543266,10753.0,47.0,13,3,3,10
110461,1063543301,12267.0,65.0,4,2,3,1
110464,1063543506,12284.0,46.0,70,45,2,68
110478,1063543573,26356.0,64.0,18,9,4,14
110486,1063543638,56959.0,57.0,39,14,4,35
110507,1063543269,120570.0,70.0,30,15,4,26
110524,1063545560,83548.0,154.0,75,52,8,67
110531,1063543374,9649.0,14.0,32,3,1,31
110555,1063543362,37223.0,210.0,49,16,16,33
110556,1063543354,11156.0,61.0,31,23,2,29
110560,1063543862,21152.0,85.0,108,82,2,106
110565,1063543599,38637.0,228.0,27,19,6,21
110572,1063543372,60844.0,104.0,25,5,6,19
110573,1063543368,37245.0,100.0,80,46,6,74
110583,1063545469,36253.0,153.0,61,40,6,55
110596,1063543563,0.0,0.0,15,7,0,15
110599,1063543560,41044.0,40.0,323,33,3,320
110604,1063543545,0.0,0.0,11,8,0,11
110605,1063543493,30048.0,140.0,40,27,5,35
110606,1063543489,29495.0,59.0,15,9,3,12
110609,1063543482,0.0,0.0,20,8,0,20
110610,1063543541,4472.0,6.0,40,32,2,38
110612,1063543531,144.0,175.0,96,53,2,94
110615,1063543999,22011.0,15.0,4,3,2,2
110619,1063543991,24379.0,95.0,6,4,4,2
110622,1063543479,0.0,0.0,1,0,0,1
110631,1063543986,66403.0,41.0,10,6,4,6
110639,1063543474,24649.0,96.0,26,15,3,23
110649,1063543669,2714.0,8.0,9,8,1,8
110650,1063543667,30293.0,101.0,58,41,5,53
110651,1063543660,18767.0,19.0,13,7,2,11
110674,1063547676,15369.0,126.0,34,20,5,29
110675,1063543464,3168.0,33.0,50,38,2,48
110677,1063543455,68341.0,94.0,72,24,11,61
110678,1063543379,67282.0,402.0,101,46,7,94
110680,1063543451,19136.0,18.0,59,30,3,56
110684,1063543441,27423.0,300.0,50,23,5,45
110706,1063543503,68949.0,40.0,12,5,6,6
110747,1063543522,39001.0,191.0,74,56,7,67
110786,1063543634,31412.0,101.0,83,27,5,78
110787,1063543622,6543.0,75.0,36,16,2,34
110796,1063543436,1839.0,38.0,17,7,2,15
110801,1063543432,5957.0,24.0,8,4,5,3
110803,1063543438,87505.0,150.0,79,22,7,72
110807,1063543852,21532.0,18.0,15,4,5,10
110808,1063543843,1406.0,18.0,8,6,1,7
110833,1063543826,70915.0,218.0,56,27,8,48
110859,1063543930,53201.0,173.0,52,15,12,40
110860,1063543926,2152.0,54.0,25,17,2,23
110863,1063543917,122347.0,131.0,31,20,8,23
110864,1063543914,35611.0,162.0,50,19,11,39
110865,1063543907,36043.0,184.0,58,23,15,43
110913,1063544060,43802.0,17.0,7,2,2,5
110916,1063544204,6294.0,13.0,23,9,2,21
110917,1063544200,20328.0,66.0,32,13,6,26
110936,1063544192,51605.0,254.0,61,26,10,51
110944,1063547499,6337.0,16.0,12,4,6,6
110949,1063543858,9807.0,72.0,28,20,3,25
110950,1063543589,51156.0,75.0,14,4,5,9
110977,1063543619,19418.0,161.0,83,40,5,78
110993,1063543583,34251.0,95.0,8,2,5,3
110995,1063543579,3514.0,9.0,3,0,1,2
111001,1063544062,67645.0,354.0,98,58,8,90
111007,1063543803,0.0,0.0,1,0,0,1
111057,1063543778,1320.0,9.0,3,2,1,2
111058,1063543774,54856.0,12.0,12,7,3,9
111070,1063543771,65445.0,123.0,13,7,6,7
111073,1063543762,19200.0,56.0,14,9,4,10
111075,1063543757,26985.0,143.0,54,32,6,48
111119,1063543755,71314.0,79.0,39,31,4,35
111133,1063543736,36288.0,26.0,29,9,2,27
111157,1063543797,17304.0,206.0,59,32,4,55
111159,1063543792,4069.0,174.0,16,3,5,11
111162,1063544185,39798.0,125.0,48,26,5,43
111165,1063543786,1058.0,5.0,7,4,1,6
111196,1063544116,15199.0,100.0,53,15,15,38
111205,1063543936,1211.0,26.0,42,36,2,40
111206,1063543934,3650.0,13.0,71,56,2,69
111209,1063543819,15471.0,25.0,8,6,3,5
111211,1063543811,0.0,0.0,6,2,0,6
111263,1063543647,6579.0,170.0,41,23,2,39
111269,1063543901,39424.0,258.0,112,48,7,105
111272,1063543869,20274.0,64.0,34,26,4,30
111273,1063543895,2745.0,38.0,74,32,2,72
111276,1063543931,4366.0,11.0,2,1,1,1
111285,1063543782,1058.0,1.0,6,3,1,5
111287,1063544182,596.0,15.0,27,15,1,26
111289,1063544108,30356.0,53.0,11,4,4,7
111291,1063543891,13962.0,124.0,19,10,2,17
111321,1063544467,80448.0,126.0,53,25,13,40
111333,1063543980,65142.0,3.0,8,1,2,6
111335,1063543975,62800.0,132.0,35,22,10,25
111365,1063543966,13956.0,60.0,116,77,3,113
111366,1063543959,28481.0,83.0,71,49,5,66
111368,1063543952,24766.0,66.0,80,58,4,76
111371,1063543948,49018.0,256.0,69,49,9,60
111373,1063544253,28538.0,176.0,24,18,7,17
111374,1063544252,0.0,0.0,1,0,0,1
111375,1063543889,0.0,21.0,41,25,0,41
111378,1063543872,2938.0,70.0,9,6,1,8
111396,1063543945,52741.0,38.0,19,12,1,18
111449,1063545270,28216.0,109.0,60,44,9,51
111525,1063544460,6885.0,49.0,28,14,3,25
111544,1063544027,68707.0,81.0,73,25,7,66
111546,1063544024,15396.0,66.0,61,33,1,60
111547,1063544016,4732.0,10.0,44,26,1,43
111598,1063544008,7922.0,80.0,37,28,4,33
111601,1063544002,17167.0,85.0,66,19,6,60
111615,1063544173,50139.0,73.0,117,84,6,111
111616,1063544166,117393.0,116.0,109,71,8,101
111617,1063544162,4080.0,3.0,52,46,1,51
111620,1063544456,24037.0,48.0,17,13,6,11
111622,1063544160,224216.0,51.0,79,56,6,73
111623,1063544153,927.0,25.0,46,34,1,45
111625,1063544149,6601.0,32.0,28,19,2,26
111633,1063544144,21192.0,59.0,43,25,5,38
111635,1063544140,0.0,0.0,4,3,0,4
111638,1063544137,3358.0,28.0,20,13,3,17
111640,1063544134,2461.0,29.0,45,5,2,43
111642,1063544124,3012.0,67.0,27,9,6,21
111688,1063544039,26384.0,32.0,21,13,2,19
111708,1063544206,5208.0,62.0,10,8,4,6
111715,1063544049,13180.0,85.0,9,1,3,6
111725,1063544311,45575.0,126.0,25,4,3,22
111728,1063544031,44396.0,13.0,7,4,2,5
111734,1063544249,81203.0,118.0,30,17,5,25
111748,1063544058,77104.0,263.0,69,47,9,60
111749,1063544054,97441.0,34.0,40,22,3,37
111754,1063544218,26174.0,124.0,80,35,6,74
111828,1063544302,22283.0,210.0,65,27,5,60
111830,1063544291,1462.0,19.0,25,8,2,23
111835,1063544286,59523.0,63.0,93,51,3,90
111843,1063544279,101322.0,93.0,43,31,5,38
111844,1063544275,17457.0,29.0,9,5,4,5
111846,1063544271,995.0,10.0,22,19,1,21
111949,1063544444,55775.0,49.0,34,23,5,29
111951,1063544441,16631.0,112.0,87,44,3,84
111953,1063544439,0.0,11.0,14,12,0,14
111956,1063544436,49249.0,147.0,26,23,4,22
111957,1063544428,41888.0,138.0,48,36,3,45
111989,1063544262,27937.0,48.0,20,15,2,18
111992,1063544258,29318.0,64.0,35,28,6,29
112027,1063544361,44699.0,60.0,68,53,5,63
112032,1063544346,44017.0,113.0,287,32,24,263
112033,1063544213,9110.0,26.0,18,8,5,13
112069,1063544098,18226.0,43.0,16,7,2,14
112135,1063545000,14459.0,60.0,25,20,2,23
112152,1063544404,38974.0,50.0,11,4,3,8
112154,1063544397,68933.0,235.0,36,18,6,30
112156,1063544388,30323.0,75.0,31,9,3,28
112159,1063544383,20012.0,58.0,80,37,2,78
112188,1063544233,26378.0,39.0,56,6,3,53
112192,1063544231,73094.0,112.0,46,13,3,43
112269,1063545056,13847.0,10.0,9,6,3,6
112272,1063545053,55337.0,142.0,45,17,5,40
112275,1063545052,21408.0,28.0,20,15,3,17
