id_distribuidor,folio,creditos_con_claves_prevencion,creditos_completados_con_atraso,saldo_vencido_total,pagos_vencidos,creditos_totales
100002,1063536978,0.24561403508771928,0.10526315789473684,-0.11650744392309416,-0.39420224920574093,0.2716822240106968
100011,1063538099,0.7333333333333333,0.2,1.3333850468096788,-0.4165811098709066,-0.6043963789128962
100016,1063538095,0.5,0.2222222222222222,1.996203721491035,-0.17041364255408437,-0.5418193358469253
100025,1063536998,0.5294117647058824,0.058823529411764705,-0.5947568449984999,-0.8529688928416368,-0.5626783502022489
100030,1063537106,0.4838709677419355,0.03225806451612903,-0.44613795041862386,-0.5508542738619004,0.375977295787315
100037,1063537665,0.29411764705882354,0.11764705882352941,-0.260710408233691,-0.08089819989342174,-0.5626783502022489
100040,1063537661,0.7560975609756098,0.08536585365853659,3.220316203785118,0.6799830627222105,0.7931575828937879
100041,1063537642,0.6285714285714286,0.08571428571428572,1.9780278078748488,-0.21517136388441568,-0.18721609180642335
100042,1063537656,0.5833333333333334,0.3333333333333333,-0.2249123026651777,-0.3382550975428268,-0.6669734219788671
100043,1063538092,0.5,0.15,-0.04568644311547069,-0.013761617897924782,-0.500101307136278
100055,1063537047,0.6086956521739131,0.34782608695652173,1.0098039494918136,1.8772521083085731,0.04223306610213672
100064,1063538089,0.27358490566037735,0.12264150943396226,1.1761280942735954,2.0898512846276467,1.2937739274215554
100078,1063537068,0.5454545454545454,0.0,-0.6167257520121234,-1.043189208495545,-0.6878324363341908
100080,1063537096,0.6140350877192983,0.05263157894736842,-0.03519341758533414,1.2506440096839346,0.2716822240106968
100082,1063537845,0.0,0.0,-0.6167257520121234,-0.9312949051697166,-0.729550465044838
100085,1063537839,0.21212121212121213,0.2727272727272727,-0.15035368062650295,0.970908251369364,-0.22893412051707063
100087,1063537408,0.32432432432432434,0.07207207207207207,1.0885431700926271,1.3401594523445974,1.3980689991981734
100088,1063537834,0.4,0.6,0.5207708190127451,1.2506440096839346,-0.6043963789128962
100089,1063537402,0.6346153846153846,0.07692307692307693,-0.37364194157782554,-0.49490712219898636,0.16738715223407857
100090,1063537400,0.55,0.25,-0.4444767854270455,-0.5620437041944834,-0.500101307136278
100094,1063537396,0.5421686746987951,0.08433734939759036,1.2009486678560952,0.32192129207956005,0.8140165972491115
100096,1063537831,0.7857142857142857,0.0,-0.6167257520121234,-0.9424843355022995,-0.33322919229368886
100108,1063537770,0.17857142857142858,0.17857142857142858,-0.38731886667515397,1.8324943869782417,-0.33322919229368886
100111,1063537423,0.7407407407407407,0.16666666666666666,0.6789690983773896,1.4632431860030084,0.20910518094472585
100124,1063537389,0.5344827586206896,0.13793103448275862,1.2671599358120886,0.9820976817019469,0.2925412383660204
100128,1063537501,0.0,0.0,-0.6167257520121234,-1.043189208495545,-0.8964225798874272
100151,1063537766,0.07407407407407407,0.2777777777777778,0.04383650688900565,0.17645869775598327,0.20910518094472585
100153,1063537763,0.08163265306122448,0.12244897959183673,-0.17183808118424956,0.24359527975148024,0.10481010916810765
100191,1063538507,0.10606060606060606,0.0,-0.6167257520121234,-0.7634534501809742,1.8361083006599699
100228,1063538086,0.46153846153846156,0.15384615384615385,0.7001766381032065,-0.6739380075203116,-0.37494722100433614
100244,1063538084,0.46808510638297873,0.06382978723404255,1.4554668306490908,-0.6068014255248146,0.06309208045746037
100246,1063537757,0.09375,0.3125,-0.20002251387469547,2.3583976126096347,-0.24979313487239427
100270,1063537066,0.5517241379310345,0.06896551724137931,-0.1851412441584728,-0.4725282615338207,-0.3123701779383652
100273,1063538029,0.7052631578947368,0.12631578947368421,3.8314864902699846,4.4284422241374575,1.0643247695129952
100274,1063536903,0.4666666666666667,0.06666666666666667,-0.12317978997260051,-0.9872420568326308,-0.6043963789128962
100276,1063538024,0.6666666666666666,0.26666666666666666,-0.0814291765175981,-0.6851274378528944,-0.6043963789128962
100278,1063536898,0.6078431372549019,0.13725490196078433,0.17545614638839657,0.7694985053828731,0.14652813787875493
100279,1063538017,0.78125,0.15625,-0.4029338175959904,-0.4389599705360722,-0.24979313487239427
100280,1063536896,0.717391304347826,0.08695652173913043,0.08603009767509563,-0.5620437041944834,0.04223306610213672
100282,1063538013,0.6507936507936508,0.12698412698412698,-0.00257921158401262,1.0604236940300267,0.39683631014263865
100287,1063536894,0.68,0.08,0.06429652236861227,0.8366350873783701,0.1256691235234313
100289,1063536885,0.7037037037037037,0.07407407407407407,-0.40736359090686597,-0.5508542738619004,-0.35408820664901247
100290,1063536883,0.6111111111111112,0.05555555555555555,-0.12317978997260051,-0.9872420568326308,-0.5418193358469253
100292,1063536880,0.875,0.0,-0.6167257520121234,-1.0096209174977964,-0.4166652497149834
100297,1063537226,0.5476190476190477,0.14285714285714285,0.023251904035030656,0.042185533764989354,-0.04120299131915785
100301,1063537217,0.46875,0.09375,0.24292713112967038,-0.5732331345270661,0.4176953244979623
100308,1063537211,0.4166666666666667,0.13333333333333333,0.12548276622508134,-0.04732990889567326,0.3342592670766677
100309,1063537385,0.8,0.3,-0.2901545577094172,-0.8082111715113055,-0.7086914506895144
100330,1063538721,0.35294117647058826,0.11764705882352941,-0.17282093713760008,-0.2263607942169985,-0.208075106161747
100337,1063538717,0.6923076923076923,0.0,-0.6167257520121234,-0.9984314871652136,-0.6461144076235434
100339,1063537544,0.55,0.2,-0.08591432199485963,-0.6068014255248146,-0.500101307136278
100342,1063538715,0.14285714285714285,0.0,-0.6167257520121234,-0.9424843355022995,-0.7712684937554853
